,county,emm
1858,"NC, Alleghany County",SRCA
1859,"NC, Anson County",SRCA
1860,"NC, Ashe County",SRCA
1861,"NC, Avery County",SRCA
1862,"NC, Beaufort County",PJMD
1863,"NC, Bertie County",PJMD
1864,"NC, Bladen County",SRCA
1865,"NC, Brunswick County",SRCA
1866,"NC, Buncombe County",SRCA
1867,"NC, Burke County",SRCA
1868,"NC, Cabarrus County",SRCA
1869,"NC, Caldwell County",SRCA
1870,"NC, Camden County",PJMD
1871,"NC, Carteret County",SRCA
1872,"NC, Caswell County",SRCA
1873,"NC, Catawba County",SRCA
1874,"NC, Chatham County",SRCA
1875,"NC, Cherokee County",SRCA
1876,"NC, Chowan County",PJMD
1877,"NC, Clay County",SRCA
1878,"NC, Cleveland County",SRCA
1879,"NC, Columbus County",SRCA
1880,"NC, Craven County",SRCA
1881,"NC, Cumberland County",SRCA
1882,"NC, Currituck County",PJMD
1883,"NC, Dare County",PJMD
1884,"NC, Davidson County",SRCA
1885,"NC, Davie County",SRCA
1886,"NC, Duplin County",SRCA
1887,"NC, Durham County",SRCA
1888,"NC, Edgecombe County",PJMD
1889,"NC, Forsyth County",SRCA
1890,"NC, Franklin County",SRCA
1891,"NC, Gaston County",SRCA
1892,"NC, Gates County",PJMD
1893,"NC, Graham County",SRCA
1894,"NC, Granville County",PJMD
1895,"NC, Greene County",SRCA
1896,"NC, Guilford County",SRCA
1897,"NC, Halifax County",PJMD
1898,"NC, Harnett County",SRCA
1899,"NC, Haywood County",SRCA
1900,"NC, Henderson County",SRCA
1901,"NC, Hertford County",PJMD
1902,"NC, Hoke County",SRCA
1903,"NC, Hyde County",PJMD
1904,"NC, Iredell County",SRCA
1905,"NC, Jackson County",SRCA
1906,"NC, Johnston County",SRCA
1907,"NC, Jones County",SRCA
1908,"NC, Lee County",SRCA
1909,"NC, Lenoir County",SRCA
1910,"NC, Lincoln County",SRCA
1911,"NC, McDowell County",SRCA
1912,"NC, Macon County",SRCA
1913,"NC, Madison County",SRCA
1914,"NC, Martin County",PJMD
1915,"NC, Mecklenburg County",SRCA
1916,"NC, Mitchell County",SRCA
1917,"NC, Montgomery County",SRCA
1918,"NC, Moore County",SRCA
1919,"NC, Nash County",PJMD
1920,"NC, New Hanover County",SRCA
1921,"NC, Northampton County",PJMD
1922,"NC, Onslow County",SRCA
1923,"NC, Orange County",SRCA
1924,"NC, Pamlico County",SRCA
1925,"NC, Pasquotank County",PJMD
1926,"NC, Pender County",SRCA
1927,"NC, Perquimans County",PJMD
1928,"NC, Person County",PJMD
1929,"NC, Pitt County",PJMD
1930,"NC, Polk County",SRCA
1931,"NC, Randolph County",SRCA
1932,"NC, Richmond County",SRCA
1933,"NC, Robeson County",SRCA
1934,"NC, Rockingham County",SRCA
1935,"NC, Rowan County",SRCA
1936,"NC, Rutherford County",SRCA
1937,"NC, Sampson County",SRCA
1938,"NC, Scotland County",SRCA
1939,"NC, Stanly County",SRCA
1940,"NC, Stokes County",SRCA
1941,"NC, Surry County",SRCA
1942,"NC, Swain County",SRCA
1943,"NC, Transylvania County",SRCA
1944,"NC, Tyrrell County",PJMD
1945,"NC, Union County",SRCA
1946,"NC, Vance County",SRCA
1947,"NC, Wake County",SRCA
1948,"NC, Warren County",PJMD
1949,"NC, Washington County",PJMD
1950,"NC, Watauga County",SRCA
1951,"NC, Wayne County",SRCA
1952,"NC, Wilkes County",SRCA
1953,"NC, Wilson County",SRCA
1954,"NC, Yadkin County",SRCA
1955,"NC, Yancey County",SRCA
1956,"ND, Adams County",SPPN
1957,"ND, Barnes County",SPPN
1958,"ND, Benson County",SPPN
1959,"ND, Billings County",SPPN
1960,"ND, Bottineau County",SPPN
1961,"ND, Bowman County",SPPN
1962,"ND, Burke County",SPPN
1963,"ND, Burleigh County",SPPN
1964,"ND, Cass County",SPPN
1965,"ND, Cavalier County",MISW
1966,"ND, Dickey County",SPPN
1967,"ND, Divide County",SPPN
1968,"ND, Dunn County",SPPN
1969,"ND, Eddy County",SPPN
1970,"ND, Emmons County",SPPN
1971,"ND, Foster County",SPPN
1972,"ND, Golden Valley County",SPPN
1973,"ND, Grand Forks County",SPPN
1974,"ND, Grant County",SPPN
1975,"ND, Griggs County",SPPN
1976,"ND, Hettinger County",SPPN
1977,"ND, Kidder County",SPPN
1978,"ND, LaMoure County",SPPN
1979,"ND, Logan County",SPPN
1980,"ND, McHenry County",SPPN
1981,"ND, McIntosh County",SPPN
1982,"ND, McKenzie County",SPPN
1983,"ND, McLean County",SPPN
1984,"ND, Mercer County",SPPN
1985,"ND, Morton County",SPPN
1986,"ND, Mountrail County",SPPN
1987,"ND, Nelson County",SPPN
1988,"ND, Oliver County",SPPN
1989,"ND, Pembina County",MISW
1990,"ND, Pierce County",SPPN
1991,"ND, Ramsey County",SPPN
1992,"ND, Ransom County",SPPN
1993,"ND, Renville County",SPPN
1994,"ND, Richland County",SPPN
1995,"ND, Rolette County",MISW
1996,"ND, Sargent County",SPPN
1997,"ND, Sheridan County",SPPN
1998,"ND, Sioux County",SPPN
1999,"ND, Slope County",SPPN
2000,"ND, Stark County",SPPN
2001,"ND, Steele County",SPPN
2002,"ND, Stutsman County",SPPN
2003,"ND, Towner County",SPPN
2004,"ND, Traill County",SPPN
2005,"ND, Walsh County",MISW
2006,"ND, Ward County",SPPN
2007,"ND, Wells County",SPPN
2008,"ND, Williams County",MISW
2009,"OH, Adams County",PJMW
2010,"OH, Allen County",PJMW
2011,"OH, Ashland County",PJMW
2012,"OH, Ashtabula County",PJMW
2013,"OH, Athens County",PJMW
2014,"OH, Auglaize County",PJMW
2015,"OH, Belmont County",PJMW
2016,"OH, Brown County",PJMW
2017,"OH, Butler County",PJMW
2018,"OH, Carroll County",PJMW
2019,"OH, Champaign County",PJMW
2020,"OH, Clark County",PJMW
2021,"OH, Clermont County",PJMW
2022,"OH, Clinton County",PJMW
2023,"OH, Columbiana County",PJMW
2024,"OH, Coshocton County",PJMW
2025,"OH, Crawford County",PJMW
2026,"OH, Cuyahoga County",PJMW
2027,"OH, Darke County",PJMW
2028,"OH, Defiance County",PJMW
2029,"OH, Delaware County",PJMW
2030,"OH, Erie County",PJMW
2031,"OH, Fairfield County",PJMW
2032,"OH, Fayette County",PJMW
2033,"OH, Franklin County",PJMW
2034,"OH, Fulton County",PJMW
2035,"OH, Gallia County",PJMW
2036,"OH, Geauga County",PJMW
2037,"OH, Greene County",PJMW
2038,"OH, Guernsey County",PJMW
2039,"OH, Hamilton County",PJMW
2040,"OH, Hancock County",PJMW
2041,"OH, Hardin County",PJMW
2042,"OH, Harrison County",PJMW
2043,"OH, Henry County",PJMW
2044,"OH, Highland County",PJMW
2045,"OH, Hocking County",PJMW
2046,"OH, Holmes County",PJMW
2047,"OH, Huron County",PJMW
2048,"OH, Jackson County",PJMW
2049,"OH, Jefferson County",PJMW
2050,"OH, Knox County",PJMW
2051,"OH, Lake County",PJMW
2052,"OH, Lawrence County",PJMW
2053,"OH, Licking County",PJMW
2054,"OH, Logan County",PJMW
2055,"OH, Lorain County",PJMW
2056,"OH, Lucas County",PJMW
2057,"OH, Madison County",PJMW
2058,"OH, Mahoning County",PJMW
2059,"OH, Marion County",PJMW
2060,"OH, Medina County",PJMW
2061,"OH, Meigs County",PJMW
2062,"OH, Mercer County",PJMW
2063,"OH, Miami County",PJMW
2064,"OH, Monroe County",PJMW
2065,"OH, Montgomery County",PJMW
2066,"OH, Morgan County",PJMW
2067,"OH, Morrow County",PJMW
2068,"OH, Muskingum County",PJMW
2069,"OH, Noble County",PJMW
2070,"OH, Ottawa County",PJMW
2071,"OH, Paulding County",PJMW
2072,"OH, Perry County",PJMW
2073,"OH, Pickaway County",PJMW
2074,"OH, Pike County",PJMW
2075,"OH, Portage County",PJMW
2076,"OH, Preble County",PJMW
2077,"OH, Putnam County",PJMW
2078,"OH, Richland County",PJMW
2079,"OH, Ross County",PJMW
2080,"OH, Sandusky County",PJMW
2081,"OH, Scioto County",PJMW
2082,"OH, Seneca County",PJMW
2083,"OH, Shelby County",PJMW
2084,"OH, Stark County",PJMW
2085,"OH, Summit County",PJMW
2086,"OH, Trumbull County",PJMW
2087,"OH, Tuscarawas County",PJMW
2088,"OH, Union County",PJMW
2089,"OH, Van Wert County",PJMW
2090,"OH, Vinton County",PJMW
2091,"OH, Warren County",PJMW
2092,"OH, Washington County",PJMW
2093,"OH, Wayne County",PJMW
2094,"OH, Williams County",PJMW
2095,"OH, Wood County",PJMW
2096,"OH, Wyandot County",PJMW
2097,"OK, Adair County",SPPS
2098,"OK, Alfalfa County",SPPS
2099,"OK, Atoka County",SPPS
2100,"OK, Beaver County",SPPS
2101,"OK, Beckham County",SPPS
2102,"OK, Blaine County",SPPS
2103,"OK, Bryan County",SPPS
2104,"OK, Caddo County",SPPS
2105,"OK, Canadian County",SPPS
2106,"OK, Carter County",SPPS
2107,"OK, Cherokee County",SPPS
2108,"OK, Choctaw County",SPPS
2109,"OK, Cimarron County",SPPS
2110,"OK, Cleveland County",SPPS
2111,"OK, Coal County",SPPS
2112,"OK, Comanche County",SPPS
2113,"OK, Cotton County",SPPS
2114,"OK, Craig County",SPPS
2115,"OK, Creek County",SPPS
2116,"OK, Custer County",SPPS
2117,"OK, Delaware County",SPPS
2118,"OK, Dewey County",SPPS
2119,"OK, Ellis County",SPPS
2120,"OK, Garfield County",SPPS
2121,"OK, Garvin County",SPPS
2122,"OK, Grady County",SPPS
2123,"OK, Grant County",SPPS
2124,"OK, Greer County",SPPS
2125,"OK, Harmon County",SPPS
2126,"OK, Harper County",SPPS
2127,"OK, Haskell County",SPPS
2128,"OK, Hughes County",SPPS
2129,"OK, Jackson County",SPPS
2130,"OK, Jefferson County",SPPS
2131,"OK, Johnston County",SPPS
2132,"OK, Kay County",SPPS
2133,"OK, Kingfisher County",SPPS
2134,"OK, Kiowa County",SPPS
2135,"OK, Latimer County",SPPS
2136,"OK, Le Flore County",SPPS
2137,"OK, Lincoln County",SPPS
2138,"OK, Logan County",SPPS
2139,"OK, Love County",SPPS
2140,"OK, McClain County",SPPS
2141,"OK, McCurtain County",SPPS
2142,"OK, McIntosh County",SPPS
2143,"OK, Major County",SPPS
2144,"OK, Marshall County",SPPS
2145,"OK, Mayes County",SPPS
2146,"OK, Murray County",SPPS
2147,"OK, Muskogee County",SPPS
2148,"OK, Noble County",SPPS
2149,"OK, Nowata County",SPPS
2150,"OK, Okfuskee County",SPPS
2151,"OK, Oklahoma County",SPPS
2152,"OK, Okmulgee County",SPPS
2153,"OK, Osage County",SPPS
2154,"OK, Ottawa County",SPPS
2155,"OK, Pawnee County",SPPS
2156,"OK, Payne County",SPPS
2157,"OK, Pittsburg County",SPPS
2158,"OK, Pontotoc County",SPPS
2159,"OK, Pottawatomie County",SPPS
2160,"OK, Pushmataha County",SPPS
2161,"OK, Roger Mills County",SPPS
2162,"OK, Rogers County",SPPS
2163,"OK, Seminole County",SPPS
2164,"OK, Sequoyah County",SPPS
2165,"OK, Stephens County",SPPS
2166,"OK, Texas County",SPPS
2167,"OK, Tillman County",SPPS
2168,"OK, Tulsa County",SPPS
2169,"OK, Wagoner County",SPPS
2170,"OK, Washington County",SPPS
2171,"OK, Washita County",SPPS
2172,"OK, Woods County",SPPS
2173,"OK, Woodward County",SPPS
2174,"OR, Baker County",NWPP
2175,"OR, Benton County",NWPP
2176,"OR, Clackamas County",NWPP
2177,"OR, Clatsop County",NWPP
2178,"OR, Columbia County",NWPP
2179,"OR, Coos County",NWPP
2180,"OR, Crook County",NWPP
2181,"OR, Curry County",NWPP
2182,"OR, Deschutes County",NWPP
2183,"OR, Douglas County",NWPP
2184,"OR, Gilliam County",NWPP
2185,"OR, Grant County",NWPP
2186,"OR, Harney County",NWPP
2187,"OR, Hood River County",NWPP
2188,"OR, Jackson County",NWPP
2189,"OR, Jefferson County",NWPP
2190,"OR, Josephine County",NWPP
2191,"OR, Klamath County",NWPP
2192,"OR, Lake County",NWPP
2193,"OR, Lane County",NWPP
2194,"OR, Lincoln County",NWPP
2195,"OR, Linn County",NWPP
2196,"OR, Malheur County",NWPP
2197,"OR, Marion County",NWPP
2198,"OR, Morrow County",NWPP
2199,"OR, Multnomah County",NWPP
2200,"OR, Polk County",NWPP
2201,"OR, Sherman County",NWPP
2202,"OR, Tillamook County",NWPP
2203,"OR, Umatilla County",NWPP
2204,"OR, Union County",NWPP
2205,"OR, Wallowa County",NWPP
2206,"OR, Wasco County",NWPP
2207,"OR, Washington County",NWPP
2208,"OR, Wheeler County",NWPP
2209,"OR, Yamhill County",NWPP
2210,"PA, Adams County",PJME
2211,"PA, Allegheny County",PJMW
2212,"PA, Armstrong County",PJMW
2213,"PA, Beaver County",PJMW
2214,"PA, Bedford County",PJMW
2215,"PA, Berks County",PJME
2216,"PA, Blair County",PJME
2217,"PA, Bradford County",PJME
2218,"PA, Bucks County",PJME
2219,"PA, Butler County",PJMW
2220,"PA, Cambria County",PJME
2221,"PA, Cameron County",PJME
2222,"PA, Carbon County",PJME
2223,"PA, Centre County",PJME
2224,"PA, Chester County",PJME
2225,"PA, Clarion County",PJME
2226,"PA, Clearfield County",PJME
2227,"PA, Clinton County",PJME
2228,"PA, Columbia County",PJME
2229,"PA, Crawford County",PJME
2230,"PA, Cumberland County",PJME
2231,"PA, Dauphin County",PJME
2232,"PA, Delaware County",PJME
2233,"PA, Elk County",PJME
2234,"PA, Erie County",PJME
2235,"PA, Fayette County",PJMW
2236,"PA, Forest County",PJME
2237,"PA, Franklin County",PJMW
2238,"PA, Fulton County",PJMW
2239,"PA, Greene County",PJMW
2240,"PA, Huntingdon County",PJME
2241,"PA, Indiana County",PJME
2242,"PA, Jefferson County",PJME
2243,"PA, Juniata County",PJME
2244,"PA, Lackawanna County",PJME
2245,"PA, Lancaster County",PJME
2246,"PA, Lawrence County",PJMW
2247,"PA, Lebanon County",PJME
2248,"PA, Lehigh County",PJME
2249,"PA, Luzerne County",PJME
2250,"PA, Lycoming County",PJME
2251,"PA, McKean County",PJME
2252,"PA, Mercer County",PJMW
2253,"PA, Mifflin County",PJME
2254,"PA, Monroe County",PJME
2255,"PA, Montgomery County",PJME
2256,"PA, Montour County",PJME
2257,"PA, Northampton County",PJME
2258,"PA, Northumberland County",PJME
2259,"PA, Perry County",PJME
2260,"PA, Philadelphia County",PJME
2261,"PA, Pike County",PJME
2262,"PA, Potter County",PJME
2263,"PA, Schuylkill County",PJME
2264,"PA, Snyder County",PJME
2265,"PA, Somerset County",PJME
2266,"PA, Sullivan County",PJME
2267,"PA, Susquehanna County",PJME
2268,"PA, Tioga County",PJME
2269,"PA, Union County",PJME
2270,"PA, Venango County",PJME
2271,"PA, Warren County",PJME
2272,"PA, Washington County",PJMW
2273,"PA, Wayne County",PJME
2274,"PA, Westmoreland County",PJMW
2275,"PA, Wyoming County",PJME
2276,"PA, York County",PJME
2277,"RI, Bristol County",ISNE
2278,"RI, Kent County",ISNE
2279,"RI, Newport County",ISNE
2280,"RI, Providence County",ISNE
2281,"RI, Washington County",ISNE
2282,"SC, Abbeville County",SRCA
2283,"SC, Aiken County",SRCA
2284,"SC, Allendale County",SRCA
2285,"SC, Anderson County",SRCA
2286,"SC, Bamberg County",SRCA
2287,"SC, Barnwell County",SRCA
2288,"SC, Beaufort County",SRCA
2289,"SC, Berkeley County",SRCA
2290,"SC, Calhoun County",SRCA
2291,"SC, Charleston County",SRCA
2292,"SC, Cherokee County",SRCA
2293,"SC, Chester County",SRCA
2294,"SC, Chesterfield County",SRCA
2295,"SC, Clarendon County",SRCA
2296,"SC, Colleton County",SRCA
2297,"SC, Darlington County",SRCA
2298,"SC, Dillon County",SRCA
2299,"SC, Dorchester County",SRCA
2300,"SC, Edgefield County",SRCA
2301,"SC, Fairfield County",SRCA
2302,"SC, Florence County",SRCA
2303,"SC, Georgetown County",SRCA
2304,"SC, Greenville County",SRCA
2305,"SC, Greenwood County",SRCA
2306,"SC, Hampton County",SRCA
2307,"SC, Horry County",SRCA
2308,"SC, Jasper County",SRCA
2309,"SC, Kershaw County",SRCA
2310,"SC, Lancaster County",SRCA
2311,"SC, Laurens County",SRCA
2312,"SC, Lee County",SRCA
2313,"SC, Lexington County",SRCA
2314,"SC, McCormick County",SRCA
2315,"SC, Marion County",SRCA
2316,"SC, Marlboro County",SRCA
2317,"SC, Newberry County",SRCA
2318,"SC, Oconee County",SRCA
2319,"SC, Orangeburg County",SRCA
2320,"SC, Pickens County",SRCA
2321,"SC, Richland County",SRCA
2322,"SC, Saluda County",SRCA
2323,"SC, Spartanburg County",SRCA
2324,"SC, Sumter County",SRCA
2325,"SC, Union County",SRCA
2326,"SC, Williamsburg County",SRCA
2327,"SC, York County",SRCA
2328,"SD, Aurora County",SPPN
2329,"SD, Beadle County",SPPN
2330,"SD, Bennett County",SPPN
2331,"SD, Bon Homme County",SPPN
2332,"SD, Brookings County",SPPN
2333,"SD, Brown County",SPPN
2334,"SD, Brule County",SPPN
2335,"SD, Buffalo County",SPPN
2336,"SD, Butte County",RMRG
2337,"SD, Campbell County",SPPN
2338,"SD, Charles Mix County",SPPN
2339,"SD, Clark County",SPPN
2340,"SD, Clay County",SPPN
2341,"SD, Codington County",SPPN
2342,"SD, Corson County",SPPN
2343,"SD, Custer County",RMRG
2344,"SD, Davison County",SPPN
2345,"SD, Day County",SPPN
2346,"SD, Deuel County",SPPN
2347,"SD, Dewey County",SPPN
2348,"SD, Douglas County",SPPN
2349,"SD, Edmunds County",SPPN
2350,"SD, Fall River County",RMRG
2351,"SD, Faulk County",SPPN
2352,"SD, Grant County",SPPN
2353,"SD, Gregory County",SPPN
2354,"SD, Haakon County",SPPN
2355,"SD, Hamlin County",SPPN
2356,"SD, Hand County",SPPN
2357,"SD, Hanson County",SPPN
2358,"SD, Harding County",SPPN
2359,"SD, Hughes County",SPPN
2360,"SD, Hutchinson County",SPPN
2361,"SD, Hyde County",SPPN
2362,"SD, Jackson County",SPPN
2363,"SD, Jerauld County",SPPN
2364,"SD, Jones County",SPPN
2365,"SD, Kingsbury County",SPPN
2366,"SD, Lake County",SPPN
2367,"SD, Lawrence County",RMRG
2368,"SD, Lincoln County",SPPN
2369,"SD, Lyman County",SPPN
2370,"SD, McCook County",SPPN
2371,"SD, McPherson County",SPPN
2372,"SD, Marshall County",SPPN
2373,"SD, Meade County",SPPN
2374,"SD, Mellette County",SPPN
2375,"SD, Miner County",SPPN
2376,"SD, Minnehaha County",SPPN
2377,"SD, Moody County",SPPN
2378,"SD, Oglala Lakota County",SPPN
2379,"SD, Pennington County",SPPN
2380,"SD, Perkins County",SPPN
2381,"SD, Potter County",SPPN
2382,"SD, Roberts County",SPPN
2383,"SD, Sanborn County",SPPN
2384,"SD, Spink County",SPPN
2385,"SD, Stanley County",SPPN
2386,"SD, Sully County",SPPN
2387,"SD, Todd County",SPPN
2388,"SD, Tripp County",SPPN
2389,"SD, Turner County",SPPN
2390,"SD, Union County",SPPN
2391,"SD, Walworth County",SPPN
2392,"SD, Yankton County",SPPN
2393,"SD, Ziebach County",SPPN
2394,"TN, Anderson County",SRCE
2395,"TN, Bedford County",SRCE
2396,"TN, Benton County",SRCE
2397,"TN, Bledsoe County",SRCE
2398,"TN, Blount County",SRCE
2399,"TN, Bradley County",SRCE
2400,"TN, Campbell County",SRCE
2401,"TN, Cannon County",SRCE
2402,"TN, Carroll County",SRCE
2403,"TN, Carter County",SRCE
2404,"TN, Cheatham County",SRCE
2405,"TN, Chester County",SRCE
2406,"TN, Claiborne County",SRCE
2407,"TN, Clay County",SRCE
2408,"TN, Cocke County",SRCE
2409,"TN, Coffee County",SRCE
2410,"TN, Crockett County",SRCE
2411,"TN, Cumberland County",SRCE
2412,"TN, Davidson County",SRCE
2413,"TN, Decatur County",SRCE
2414,"TN, DeKalb County",SRCE
2415,"TN, Dickson County",SRCE
2416,"TN, Dyer County",SRCE
2417,"TN, Fayette County",SRCE
2418,"TN, Fentress County",SRCE
2419,"TN, Franklin County",SRCE
2420,"TN, Gibson County",SRCE
2421,"TN, Giles County",SRCE
2422,"TN, Grainger County",SRCE
2423,"TN, Greene County",SRCE
2424,"TN, Grundy County",SRCE
2425,"TN, Hamblen County",SRCE
2426,"TN, Hamilton County",SRCE
2427,"TN, Hancock County",SRCE
2428,"TN, Hardeman County",SRCE
2429,"TN, Hardin County",SRCE
2430,"TN, Hawkins County",SRCE
2431,"TN, Haywood County",SRCE
2432,"TN, Henderson County",SRCE
2433,"TN, Henry County",SRCE
2434,"TN, Hickman County",SRCE
2435,"TN, Houston County",SRCE
2436,"TN, Humphreys County",SRCE
2437,"TN, Jackson County",SRCE
2438,"TN, Jefferson County",SRCE
2439,"TN, Johnson County",SRCE
2440,"TN, Knox County",SRCE
2441,"TN, Lake County",SRCE
2442,"TN, Lauderdale County",SRCE
2443,"TN, Lawrence County",SRCE
2444,"TN, Lewis County",SRCE
2445,"TN, Lincoln County",SRCE
2446,"TN, Loudon County",SRCE
2447,"TN, McMinn County",SRCE
2448,"TN, McNairy County",SRCE
2449,"TN, Macon County",SRCE
2450,"TN, Madison County",SRCE
2451,"TN, Marion County",SRCE
2452,"TN, Marshall County",SRCE
2453,"TN, Maury County",SRCE
2454,"TN, Meigs County",SRCE
2455,"TN, Monroe County",SRCE
2456,"TN, Montgomery County",SRCE
2457,"TN, Moore County",SRCE
2458,"TN, Morgan County",SRCE
2459,"TN, Obion County",SRCE
2460,"TN, Overton County",SRCE
2461,"TN, Perry County",SRCE
2462,"TN, Pickett County",SRCE
2463,"TN, Polk County",SRCE
2464,"TN, Putnam County",SRCE
2465,"TN, Rhea County",SRCE
2466,"TN, Roane County",SRCE
2467,"TN, Robertson County",SRCE
2468,"TN, Rutherford County",SRCE
2469,"TN, Scott County",SRCE
2470,"TN, Sequatchie County",SRCE
2471,"TN, Sevier County",SRCE
2472,"TN, Shelby County",SRCE
2473,"TN, Smith County",SRCE
2474,"TN, Stewart County",SRCE
2475,"TN, Sullivan County",SRCE
2476,"TN, Sumner County",SRCE
2477,"TN, Tipton County",SRCE
2478,"TN, Trousdale County",SRCE
2479,"TN, Unicoi County",SRCE
2480,"TN, Union County",SRCE
2481,"TN, Van Buren County",SRCE
2482,"TN, Warren County",SRCE
2483,"TN, Washington County",SRCE
2484,"TN, Wayne County",SRCE
2485,"TN, Weakley County",SRCE
2486,"TN, White County",SRCE
2487,"TN, Williamson County",SRCE
2488,"TN, Wilson County",SRCE
2489,"TX, Anderson County",TRE
2490,"TX, Andrews County",TRE
2491,"TX, Angelina County",TRE
2492,"TX, Aransas County",TRE
2493,"TX, Archer County",TRE
2494,"TX, Armstrong County",SPPS
2495,"TX, Atascosa County",TRE
2496,"TX, Austin County",TRE
2497,"TX, Bailey County",SPPS
2498,"TX, Bandera County",TRE
2499,"TX, Bastrop County",TRE
2500,"TX, Baylor County",TRE
2501,"TX, Bee County",TRE
2502,"TX, Bell County",TRE
2503,"TX, Bexar County",TRE
2504,"TX, Blanco County",TRE
2505,"TX, Borden County",TRE
2506,"TX, Bosque County",TRE
2507,"TX, Bowie County",SPPS
2508,"TX, Brazoria County",TRE
2509,"TX, Brazos County",MISS
2510,"TX, Brewster County",TRE
2511,"TX, Briscoe County",SPPS
2512,"TX, Brooks County",TRE
2513,"TX, Brown County",TRE
2514,"TX, Burleson County",MISS
2515,"TX, Burnet County",TRE
2516,"TX, Caldwell County",TRE
2517,"TX, Calhoun County",TRE
2518,"TX, Callahan County",TRE
2519,"TX, Cameron County",TRE
2520,"TX, Camp County",SPPS
2521,"TX, Carson County",SPPS
2522,"TX, Cass County",SPPS
2523,"TX, Castro County",SPPS
2524,"TX, Chambers County",TRE
2525,"TX, Cherokee County",TRE
2526,"TX, Childress County",TRE
2527,"TX, Clay County",TRE
2528,"TX, Cochran County",SPPS
2529,"TX, Coke County",TRE
2530,"TX, Coleman County",TRE
2531,"TX, Collin County",TRE
2532,"TX, Collingsworth County",TRE
2533,"TX, Colorado County",TRE
2534,"TX, Comal County",TRE
2535,"TX, Comanche County",TRE
2536,"TX, Concho County",TRE
2537,"TX, Cooke County",TRE
2538,"TX, Coryell County",TRE
2539,"TX, Cottle County",TRE
2540,"TX, Crane County",TRE
2541,"TX, Crockett County",TRE
2542,"TX, Crosby County",SPPS
2543,"TX, Culberson County",TRE
2544,"TX, Dallam County",SPPS
2545,"TX, Dallas County",TRE
2546,"TX, Dawson County",TRE
2547,"TX, Deaf Smith County",SPPS
2548,"TX, Delta County",TRE
2549,"TX, Denton County",TRE
2550,"TX, DeWitt County",TRE
2551,"TX, Dickens County",TRE
2552,"TX, Dimmit County",TRE
2553,"TX, Donley County",TRE
2554,"TX, Duval County",TRE
2555,"TX, Eastland County",TRE
2556,"TX, Ector County",TRE
2557,"TX, Edwards County",TRE
2558,"TX, Ellis County",TRE
2559,"TX, El Paso County",SRSG
2560,"TX, Erath County",TRE
2561,"TX, Falls County",TRE
2562,"TX, Fannin County",TRE
2563,"TX, Fayette County",TRE
2564,"TX, Fisher County",TRE
2565,"TX, Floyd County",SPPS
2566,"TX, Foard County",TRE
2567,"TX, Fort Bend County",TRE
2568,"TX, Franklin County",SPPS
2569,"TX, Freestone County",TRE
2570,"TX, Frio County",TRE
2571,"TX, Gaines County",SPPS
2572,"TX, Galveston County",TRE
2573,"TX, Garza County",TRE
2574,"TX, Gillespie County",TRE
2575,"TX, Glasscock County",TRE
2576,"TX, Goliad County",TRE
2577,"TX, Gonzales County",TRE
2578,"TX, Gray County",SPPS
2579,"TX, Grayson County",TRE
2580,"TX, Gregg County",SPPS
2581,"TX, Grimes County",MISS
2582,"TX, Guadalupe County",TRE
2583,"TX, Hale County",SPPS
2584,"TX, Hall County",TRE
2585,"TX, Hamilton County",TRE
2586,"TX, Hansford County",SPPS
2587,"TX, Hardeman County",TRE
2588,"TX, Hardin County",MISS
2589,"TX, Harris County",TRE
2590,"TX, Harrison County",SPPS
2591,"TX, Hartley County",SPPS
2592,"TX, Haskell County",TRE
2593,"TX, Hays County",TRE
2594,"TX, Hemphill County",SPPS
2595,"TX, Henderson County",TRE
2596,"TX, Hidalgo County",TRE
2597,"TX, Hill County",TRE
2598,"TX, Hockley County",SPPS
2599,"TX, Hood County",TRE
2600,"TX, Hopkins County",TRE
2601,"TX, Houston County",TRE
2602,"TX, Howard County",TRE
2603,"TX, Hudspeth County",SRSG
2604,"TX, Hunt County",TRE
2605,"TX, Hutchinson County",SPPS
2606,"TX, Irion County",TRE
2607,"TX, Jack County",TRE
2608,"TX, Jackson County",TRE
2609,"TX, Jasper County",MISS
2610,"TX, Jeff Davis County",TRE
2611,"TX, Jefferson County",MISS
2612,"TX, Jim Hogg County",TRE
2613,"TX, Jim Wells County",TRE
2614,"TX, Johnson County",TRE
2615,"TX, Jones County",TRE
2616,"TX, Karnes County",TRE
2617,"TX, Kaufman County",TRE
2618,"TX, Kendall County",TRE
2619,"TX, Kenedy County",TRE
2620,"TX, Kent County",TRE
2621,"TX, Kerr County",TRE
2622,"TX, Kimble County",TRE
2623,"TX, King County",TRE
2624,"TX, Kinney County",TRE
2625,"TX, Kleberg County",TRE
2626,"TX, Knox County",TRE
2627,"TX, Lamar County",TRE
2628,"TX, Lamb County",SPPS
2629,"TX, Lampasas County",TRE
2630,"TX, La Salle County",TRE
2631,"TX, Lavaca County",TRE
2632,"TX, Lee County",TRE
2633,"TX, Leon County",TRE
2634,"TX, Liberty County",MISS
2635,"TX, Limestone County",TRE
2636,"TX, Lipscomb County",SPPS
2637,"TX, Live Oak County",TRE
2638,"TX, Llano County",TRE
2639,"TX, Loving County",TRE
2640,"TX, Lubbock County",SPPS
2641,"TX, Lynn County",SPPS
2642,"TX, McCulloch County",TRE
2643,"TX, McLennan County",TRE
2644,"TX, McMullen County",TRE
